csglw_1001,5,110000,2020-01-01,2017-01-01,6210.0,4,0,1,bj98000,2020-04-23 17:58:25.338808
csglw_1001,5,110101,2020-01-01,2017-01-01,1117.0,4,0,1,bj98000,2020-04-23 17:58:25.340802
csglw_1001,5,110102,2020-01-01,2017-01-01,973.0,4,0,1,bj98000,2020-04-23 17:58:25.341801
csglw_1001,5,110105,2020-01-01,2017-01-01,1841.0,4,0,1,bj98000,2020-04-23 17:58:25.343794
csglw_1001,5,110106,2020-01-01,2017-01-01,1100.0,4,0,1,bj98000,2020-04-23 17:58:25.344793
csglw_1001,5,110107,2020-01-01,2017-01-01,159.0,4,0,1,bj98000,2020-04-23 17:58:25.346793
csglw_1001,5,110108,2020-01-01,2017-01-01,1024.0,4,0,1,bj98000,2020-04-23 17:58:25.347794
csglw_1001,5,110112,2020-01-01,2017-01-01,153.0,4,0,1,bj98000,2020-04-23 17:58:25.348784
csglw_1002,5,110000,2020-01-01,2017-01-01,17853.0,4,0,1,bj98000,2020-04-23 17:58:25.349784
csglw_1002,5,110101,2020-01-01,2017-01-01,6667.0,4,0,1,bj98000,2020-04-23 17:58:25.351776
csglw_1002,5,110102,2020-01-01,2017-01-01,4245.0,4,0,1,bj98000,2020-04-23 17:58:25.352773
csglw_1002,5,110105,2020-01-01,2017-01-01,0.0,4,0,1,bj98000,2020-04-23 17:58:25.353773
csglw_1002,5,110106,2020-01-01,2017-01-01,5557.0,4,0,1,bj98000,2020-04-23 17:58:25.354771
csglw_1002,5,110107,2020-01-01,2017-01-01,689.0,4,0,1,bj98000,2020-04-23 17:58:25.355765
csglw_1002,5,110108,2020-01-01,2017-01-01,0.0,4,0,1,bj98000,2020-04-23 17:58:25.357767
csglw_1002,5,110112,2020-01-01,2017-01-01,781.0,4,0,1,bj98000,2020-04-23 17:58:25.358757
csglw_1003,5,110000,2020-01-01,2017-01-01,17531.0,4,0,1,bj98000,2020-04-23 17:58:25.359754
csglw_1003,5,110101,2020-01-01,2017-01-01,7365.0,4,0,1,bj98000,2020-04-23 17:58:25.360751
csglw_1003,5,110102,2020-01-01,2017-01-01,5301.0,4,0,1,bj98000,2020-04-23 17:58:25.361751
csglw_1003,5,110105,2020-01-01,2017-01-01,0.0,4,0,1,bj98000,2020-04-23 17:58:25.362749
csglw_1003,5,110106,2020-01-01,2017-01-01,5359.0,4,0,1,bj98000,2020-04-23 17:58:25.363744
csglw_1003,5,110107,2020-01-01,2017-01-01,892.0,4,0,1,bj98000,2020-04-23 17:58:25.364742
csglw_1003,5,110108,2020-01-01,2017-01-01,0.0,4,0,1,bj98000,2020-04-23 17:58:25.365741
csglw_1003,5,110112,2020-01-01,2017-01-01,909.0,4,0,1,bj98000,2020-04-23 17:58:25.366740
csglw_1004,3,110000,2020-03-01,2019-01-01,833405.0,15,0,1,bj04000,2020-04-23 17:58:25.368730
csglw_1004,4,110000,2020-01-01,2019-01-01,3183698.0,5,0,1,bj04000,2020-04-23 17:58:25.369728
csglw_1004,5,110000,2020-01-01,2017-01-01,3671520.0,4,0,1,bj04000,2020-04-23 17:58:25.370728
csglw_1005,3,110000,2020-03-01,2019-01-01,115540.0,15,0,1,bj04000,2020-04-23 17:58:25.371728
csglw_1005,4,110000,2020-01-01,2019-01-01,780073.0,5,0,1,bj04000,2020-04-23 17:58:25.372726
csglw_1005,5,110000,2020-01-01,2017-01-01,803856.0,4,0,1,bj04000,2020-04-23 17:58:25.373724
csglw_1006,3,110000,2020-03-01,2019-01-01,84612.0,15,0,1,bj04000,2020-04-23 17:58:25.375718
csglw_1006,4,110000,2020-01-01,2019-01-01,395499.0,5,0,1,bj04000,2020-04-23 17:58:25.376728
csglw_1006,5,110000,2020-01-01,2017-01-01,494760.0,4,0,1,bj04000,2020-04-23 17:58:25.377710
csglw_1007,3,110000,2020-03-01,2019-01-01,186908.0,15,0,1,bj04000,2020-04-23 17:58:25.378706
csglw_1007,4,110000,2020-01-01,2019-01-01,662811.0,5,0,1,bj04000,2020-04-23 17:58:25.379704
csglw_1007,5,110000,2020-01-01,2017-01-01,928649.0,4,0,1,bj04000,2020-04-23 17:58:25.380709
csglw_1008,3,110000,2020-03-01,2019-01-01,131558.0,15,0,1,bj04000,2020-04-23 17:58:25.381703
csglw_1008,4,110000,2020-01-01,2019-01-01,480752.0,5,0,1,bj04000,2020-04-23 17:58:25.382697
csglw_1008,5,110000,2020-01-01,2017-01-01,542539.0,4,0,1,bj04000,2020-04-23 17:58:25.383697
csglw_1009,3,110000,2020-03-01,2019-01-01,20543.0,15,0,1,bj04000,2020-04-23 17:58:25.385690
csglw_1009,4,110000,2020-01-01,2019-01-01,85156.0,5,0,1,bj04000,2020-04-23 17:58:25.386703
csglw_1009,5,110000,2020-01-01,2017-01-01,91027.0,4,0,1,bj04000,2020-04-23 17:58:25.387683
csglw_1010,3,110000,2020-03-01,2019-01-01,40020.0,15,0,1,bj04000,2020-04-23 17:58:25.388683
csglw_1010,4,110000,2020-01-01,2019-01-01,147521.0,5,0,1,bj04000,2020-04-23 17:58:25.389680
csglw_1010,5,110000,2020-01-01,2017-01-01,199708.0,4,0,1,bj04000,2020-04-23 17:58:25.390677
csglw_1011,3,110000,2020-03-01,2019-01-01,7869.0,15,0,1,bj04000,2020-04-23 17:58:25.392684
csglw_1011,4,110000,2020-01-01,2019-01-01,32513.0,5,0,1,bj04000,2020-04-23 17:58:25.393667
csglw_1011,5,110000,2020-01-01,2017-01-01,39421.0,4,0,1,bj04000,2020-04-23 17:58:25.394663
csglw_1012,3,110000,2020-03-01,2019-01-01,12420.0,15,0,1,bj04000,2020-04-23 17:58:25.395626
csglw_1012,4,110000,2020-01-01,2019-01-01,58462.0,5,0,1,bj04000,2020-04-23 17:58:25.396655
csglw_1012,5,110000,2020-01-01,2017-01-01,64716.0,4,0,1,bj04000,2020-04-23 17:58:25.397655
csglw_1013,3,110000,2020-03-01,2019-01-01,42710.0,15,0,1,bj04000,2020-04-23 17:58:25.398650
csglw_1013,4,110000,2020-01-01,2019-01-01,176944.0,5,0,1,bj04000,2020-04-23 17:58:25.399647
csglw_1013,5,110000,2020-01-01,2017-01-01,215815.0,4,0,1,bj04000,2020-04-23 17:58:25.400644
csglw_1014,3,110000,2020-03-01,2019-01-01,43898.0,15,0,1,bj04000,2020-04-23 17:58:25.401648
csglw_1014,4,110000,2020-01-01,2019-01-01,140206.0,5,0,1,bj04000,2020-04-23 17:58:25.402641
csglw_1014,5,110000,2020-01-01,2017-01-01,162780.0,4,0,1,bj04000,2020-04-23 17:58:25.403641
csglw_1015,3,110000,2020-03-01,2019-01-01,22678.0,15,0,1,bj04000,2020-04-23 17:58:25.405638
csglw_1015,4,110000,2020-01-01,2019-01-01,83499.0,5,0,1,bj04000,2020-04-23 17:58:25.406595
csglw_1015,5,110000,2020-01-01,2017-01-01,101879.0,4,0,1,bj04000,2020-04-23 17:58:25.407632
csglw_1016,3,110000,2020-03-01,2019-01-01,19610.0,15,0,1,bj04000,2020-04-23 17:58:25.408628
csglw_1016,4,110000,2020-01-01,2019-01-01,70976.0,5,0,1,bj04000,2020-04-23 17:58:25.409625
csglw_1016,5,110000,2020-01-01,2017-01-01,91059.0,4,0,1,bj04000,2020-04-23 17:58:25.410632
csglw_1017,3,110000,2020-03-01,2019-01-01,77.0,15,0,1,bj04000,2020-04-23 17:58:25.411619
csglw_1017,4,110000,2020-01-01,2019-01-01,12301.0,5,0,1,bj04000,2020-04-23 17:58:25.412617
csglw_1017,5,110000,2020-01-01,2017-01-01,14406.0,4,0,1,bj04000,2020-04-23 17:58:25.413617
csglw_1018,3,110000,2020-03-01,2019-01-01,46362.0,15,0,1,bj04000,2020-04-23 17:58:25.414611
csglw_1018,4,110000,2020-01-01,2019-01-01,240443.0,5,0,1,bj04000,2020-04-23 17:58:25.415610
csglw_1018,5,110000,2020-01-01,2017-01-01,264211.0,4,0,1,bj04000,2020-04-23 17:58:25.416612
csglw_1019,3,110000,2020-03-01,2019-01-01,1304.0,15,0,1,bj04000,2020-04-23 17:58:25.417603
csglw_1019,4,110000,2020-01-01,2019-01-01,7639.0,5,0,1,bj04000,2020-04-23 17:58:25.418604
csglw_1019,5,110000,2020-01-01,2017-01-01,9138.0,4,0,1,bj04000,2020-04-23 17:58:25.419599
csglw_1020,3,110000,2020-03-01,2019-01-01,3607.0,15,0,1,bj04000,2020-04-23 17:58:25.420595
csglw_1020,4,110000,2020-01-01,2019-01-01,12672.0,5,0,1,bj04000,2020-04-23 17:58:25.421595
csglw_1020,5,110000,2020-01-01,2017-01-01,17742.0,4,0,1,bj04000,2020-04-23 17:58:25.422590
csglw_1021,3,110000,2020-03-01,2019-01-01,2735.0,15,0,1,bj04000,2020-04-23 17:58:25.423590
csglw_1021,4,110000,2020-01-01,2019-01-01,61591.0,5,0,1,bj04000,2020-04-23 17:58:25.424587
csglw_1021,5,110000,2020-01-01,2017-01-01,71037.0,4,0,1,bj04000,2020-04-23 17:58:25.425587
csglw_1022,3,110000,2020-03-01,2019-01-01,2523.0,15,0,1,bj04000,2020-04-23 17:58:25.426587
csglw_1022,4,110000,2020-01-01,2019-01-01,42653.0,5,0,1,bj04000,2020-04-23 17:58:25.427576
csglw_1022,5,110000,2020-01-01,2017-01-01,35349.0,4,0,1,bj04000,2020-04-23 17:58:25.428577
csglw_1023,3,110000,2020-03-01,2019-01-01,22398.0,15,0,1,bj04000,2020-04-23 17:58:25.429574
csglw_1023,4,110000,2020-01-01,2019-01-01,297534.0,5,0,1,bj04000,2020-04-23 17:58:25.430568
csglw_1023,5,110000,2020-01-01,2017-01-01,385712.0,4,0,1,bj04000,2020-04-23 17:58:25.431568
csglw_1024,5,110000,2020-01-01,2017-01-01,2074.0,4,0,1,bj98000,2020-04-23 17:58:25.432563
csglw_1024,5,110101,2020-01-01,2017-01-01,53.0,4,0,1,bj98000,2020-04-23 17:58:25.433580
csglw_1024,5,110102,2020-01-01,2017-01-01,72.0,4,0,1,bj98000,2020-04-23 17:58:25.433580
csglw_1024,5,110105,2020-01-01,2017-01-01,379.0,4,0,1,bj98000,2020-04-23 17:58:25.434561
csglw_1024,5,110106,2020-01-01,2017-01-01,182.0,4,0,1,bj98000,2020-04-23 17:58:25.435556
csglw_1024,5,110107,2020-01-01,2017-01-01,62.0,4,0,1,bj98000,2020-04-23 17:58:25.436517
csglw_1024,5,110108,2020-01-01,2017-01-01,259.0,4,0,1,bj98000,2020-04-23 17:58:25.437514
csglw_1024,5,110109,2020-01-01,2017-01-01,44.0,4,0,1,bj98000,2020-04-23 17:58:25.438511
csglw_1024,5,110111,2020-01-01,2017-01-01,126.0,4,0,1,bj98000,2020-04-23 17:58:25.439508
csglw_1024,5,110112,2020-01-01,2017-01-01,171.0,4,0,1,bj98000,2020-04-23 17:58:25.440505
